Year;Month;Day;tmmn(degC);tmmx(degC);rmax(%);rmin(%)
2000;3;10;-4,6;8,92;99,71957;47,27227
2000;3;11;-1,51;8,28;99,33841;39,84227
2000;3;12;-3,12;11,21;90,93533;43,04484
2000;3;13;-0,05;14,12;90,7135;37,22287
2000;3;14;1,76;13,26;92,48898;28,42947
2000;3;15;-2,68;10,09;68,40551;26,29523
2000;3;16;-2,04;10,73;79,06037;28,51523
2000;3;17;-5,32;9,6;84,74028;28,09501
2000;3;18;-2,39;12,75;82,87609;29,55187
2000;3;19;-1,75;9,57;98,38168;32,66797
2000;3;20;-6,13;5,67;67,38255;22,89171
2000;3;21;-5,07;11,29;58,71931;23,52257
2000;3;22;-2,05;15,36;56,46576;22,80161
2000;3;23;0,81;11,44;87,90217;22,1181
2000;3;24;-3,08;14,44;80,57821;32,33511
2000;3;25;1,16;16,99;80,21793;28,41337
2000;3;26;1,08;18,14;69,05443;20,7783
2000;3;27;2,57;15,2;75,38637;17,99948
2000;3;28;-3,32;10,23;91,32812;26,5934
2000;3;29;-2,72;11,54;66,35152;24,7911
2000;3;30;-4,87;9,82;69,40278;20,9151
2000;3;31;-3,98;13,99;54,39401;18,95677
2000;4;1;-1,82;17,44;56,87109;17,03971
2000;4;2;1,99;19,38;74,5615;26,29553
2000;4;3;2,94;21,75;65,11411;22,58754
2000;4;4;4,75;21,69;68,1293;19,41237
2000;4;5;2,72;20,27;64,72969;17,60946
2000;4;6;1,37;17,8;64,3023;16,48694
2000;4;7;0,66;18,74;68,27066;19,85013
2000;4;8;2,56;19,32;58,41471;18,05907
2000;4;9;-0,38;15,2;88,74579;18,4697
2000;4;10;1,24;18,86;87,20903;26,67951
2000;4;11;3,41;22,02;55,48568;18,5043
2000;4;12;5,59;21,96;50,76089;14,70521
2000;4;13;4,31;16,1;99,63902;18,70942
2000;4;14;-0,19;15,09;92,8987;26,52721
2000;4;15;-0,73;13,82;97,32174;29,89527
2000;4;16;1,9;16,53;77,63255;28,74032
2000;4;17;5,32;15,56;77,22951;26,30985
2000;4;18;0,92;11,97;99,76224;41,34193
2000;4;19;1,23;14,66;99,50204;53,42222
2000;4;20;3,3;18,66;98,80877;37,37535
2000;4;21;4,73;21,78;79,57795;27,73424
2000;4;22;3,52;15,85;92,45755;23,11736
2000;4;23;0,7;12,44;79,52114;26,13763
2000;4;24;-3;14,71;89,88785;26,97439
2000;4;25;2,43;18,48;65,41997;25,85955
2000;4;26;3,14;22,27;77,83273;26,88559
2000;4;27;7,28;23,65;66,57261;23,46194
2000;4;28;1,59;14,89;81,48416;22,93242
2000;4;29;-1,45;15,4;62,77279;22,4227
2000;4;30;1,42;21,86;57,54596;17,34175
2000;5;1;6,93;24,41;47,66389;16,47378
2000;5;2;4,78;20,8;82,63121;16,26606
2000;5;3;5,17;21,4;69,13325;21,6168
2000;5;4;6,01;20,17;78,75725;22,53351
2000;5;5;4,35;17,1;76,46571;22,35417
2000;5;6;2,44;16,61;67,94006;15,69648
2000;5;7;2,24;12,24;98,32426;17,79466
2000;5;8;3,25;17,92;98,95486;39,91832
2000;5;9;3,69;14,96;80,23898;29,91858
2000;5;10;-1,57;9,18;94,57995;27,06181
2000;5;11;-4,17;9,63;89,82075;26,05425
2000;5;12;-2,71;15,09;70,16419;23,59497
2000;5;13;2,84;18,47;50,87188;18,34349
2000;5;14;6,86;20,31;48,91576;16,52643
2000;5;15;2,35;19,03;74,49844;16,17648
2000;5;16;2,61;16,82;97,30382;24,73359
2000;5;17;2,5;18,17;99,72556;34,03863
2000;5;18;3,05;20,29;82,06471;28,50838
2000;5;19;6,39;22,82;57,36727;24,16489
2000;5;20;8,18;25,28;64,84466;22,03451
2000;5;21;11,11;28;50,97622;20,73633
2000;5;22;11,32;28,29;55,6829;18,12622
2000;5;23;10,55;28;65,58845;17,39227
2000;5;24;11,41;27,16;71,3447;25,04167
2000;5;25;9,21;22,97;74,42895;23,59861
2000;5;26;6,05;21,64;84,41936;26,13403
2000;5;27;8,71;26,3;74,81484;26,6099
2000;5;28;7,91;24,58;80,55525;19,16441
2000;5;29;5,73;22,54;70,81033;16,39167
2000;5;30;3,56;19,46;56,18945;14,47517
2000;5;31;1,21;17,49;64,27509;15,72782
2000;6;1;2,22;25,36;57,8674;16,96376
2000;6;2;9,96;27,84;42,3451;10,95673
2000;6;3;10,05;29,62;43,61788;10,69983
2000;6;4;12,25;32,81;39,03368;10,88433
2000;6;5;10,02;26,62;58,18832;11,60803
2000;6;6;7,69;28,3;58,09991;13,0372
2000;6;7;9,48;26,64;61,05582;12,34327
2000;6;8;8,18;19,95;73,46102;15,12396
2000;6;9;4,98;19,62;93,72799;28,0421
2000;6;10;4,23;21,08;85,05013;19,62053
2000;6;11;4,44;24,12;63,76532;19,27257
2000;6;12;9,39;23,19;82,48524;19,90825
2000;6;13;7,15;27,13;90,57561;22,73945
2000;6;14;11,18;31,55;56,77365;18,48472
2000;6;15;12,1;28,45;64,4286;13,95477
2000;6;16;7,48;23,18;51,75829;14,81797
2000;6;17;6,01;27,56;50,85964;12,52296
2000;6;18;12,64;29,28;41,30104;12,05951
2000;6;19;9,05;25,21;81,09635;15,24922
2000;6;20;6,91;27,12;46,54692;13,01376
2000;6;21;10,98;30,87;38,61128;11,94063
2000;6;22;13;31,46;45,68372;11,21623
2000;6;23;13,6;31,81;52,63711;13,43438
2000;6;24;13,02;31,28;50,3908;14,54939
2000;6;25;12,85;30,86;56,54036;15,1816
2000;6;26;12,56;30,46;49,0076;16,00161
2000;6;27;13,48;31,94;45,0704;15,62444
2000;6;28;14,6;33,7;42,0076;13,92582
2000;6;29;14,48;33,26;43,98225;12,41597
2000;6;30;13,61;31,92;53,31966;12,99423
2000;7;1;9,8;27,65;53,95603;13,6546
2000;7;2;8,61;26,75;67,38715;15,25651
2000;7;3;7,55;23,04;72,86558;17,44136
2000;7;4;5,08;23,77;58,72852;16,95369
2000;7;5;8,83;23,04;65,11918;16,79618
2000;7;6;4,64;25;90,19692;19,8023
2000;7;7;10,08;27,27;54,97517;18,07001
2000;7;8;8,3;27,03;73,61137;16,43898
2000;7;9;8,53;28,52;66,43047;15,81337
2000;7;10;10,87;30,12;52,05299;16,19978
2000;7;11;12;32,67;49,93611;15,9605
2000;7;12;13,45;32,31;57,31632;13,02378
2000;7;13;12,33;31,81;53,53121;11,73468
2000;7;14;11,61;31,94;53,12591;10,85004
2000;7;15;11,12;31,48;47,46918;9,6924
2000;7;16;13,31;29,93;44,80868;10,8319
2000;7;17;12,41;29,99;57,80004;16,35655
2000;7;18;10,61;30,1;79,5428;15,70703
2000;7;19;11,79;31,64;54,25026;12,46497
2000;7;20;13,45;32,85;42,9447;10,37422
2000;7;21;14,5;35,42;34,17569;9,45026
2000;7;22;12,73;31,72;53,22396;7,83698
2000;7;23;11,65;32,04;44,37114;8,69605
2000;7;24;12,6;32,13;35,80742;9,11115
2000;7;25;14,13;32,16;36,18099;9,08498
2000;7;26;13,08;31,25;45,46402;8,97977
2000;7;27;10,23;31,07;52,09944;10,32548
2000;7;28;13,44;34,23;39,54488;11,08003
2000;7;29;14,4;35,94;37,95334;10,46302
2000;7;30;16,3;36,57;38,86398;9,09944
2000;7;31;16,9;36,43;33,8447;9,58542
2000;8;1;16,61;35,76;49,12105;11,5747
2000;8;2;15,71;35,69;51,86285;13,46016
2000;8;3;16,98;34,26;54,24071;12,05603
2000;8;4;14,32;32,29;67,36367;14,83585
2000;8;5;12,76;32,47;64,74449;16,75417
2000;8;6;13,71;32,31;53,08316;15,36832
2000;8;7;13,06;33,18;51,76076;15,77891
2000;8;8;13,75;32,86;51,40846;14,33064
2000;8;9;13,33;31,03;52,87613;13,20833
2000;8;10;11,95;27,51;48,15603;12,94171
2000;8;11;8,85;28,9;56,32157;12,33134
2000;8;12;11,79;31,48;36,23863;11,11037
2000;8;13;10,03;29,03;42,65408;9,11332
2000;8;14;9,28;31;45,23129;9,6352
2000;8;15;10,32;31,22;37,77439;7,80864
2000;8;16;11,12;32,03;36,26532;7,89974
2000;8;17;11,43;30,83;27,98763;6,57214
2000;8;18;9,57;27,96;34,03507;7,35564
2000;8;19;7,98;26,43;47,60048;9,12648
2000;8;20;6,5;25,53;60,19939;9,85881
2000;8;21;7,41;28,55;47,52873;14,10265
2000;8;22;9,41;31,07;45,96853;12,63919
2000;8;23;12,25;30,58;39,16619;10,87105
2000;8;24;11,64;30,01;61,25434;14,09579
2000;8;25;12,01;30,88;38,99748;13,5457
2000;8;26;12,46;29,5;48,55647;14,12062
2000;8;27;10,39;30,08;46,85773;15,40521
2000;8;28;10,7;29,85;49,18915;14,69991
2000;8;29;11,33;29,95;50,23902;13,89089
2000;8;30;12,46;26,78;52,6424;13,0191
2000;8;31;9,95;22,93;72,44909;20,89514
2000;9;1;5,14;18,68;96,56476;30,32105
2000;9;2;3,22;16,64;95,56033;33,33333
2000;9;3;1,37;18,57;97,85812;33,7355
2000;9;4;3,09;19,09;86,28329;28,36363
2000;9;5;1,76;16,69;86,34154;25,02053
2000;9;6;1,65;20,42;82,55082;26,8306
2000;9;7;3,97;25,4;71,07409;19,1398
2000;9;8;7,27;24,95;47,5424;13,58711
2000;9;9;3,94;24,02;79,49583;14,89605
2000;9;10;7,21;26,55;48,51489;14,30495
2000;9;11;8,86;27,46;75,3424;15,99128
2000;9;12;10,8;30,54;62,63854;18,43503
2000;9;13;13,97;32,94;39,24787;11,88602
2000;9;14;13,16;31,52;38,24197;10,16354
2000;9;15;10,7;28,45;77,81801;15,16801
2000;9;16;9,71;26,54;64,21871;16,75903
2000;9;17;7,85;26,16;76,25534;19,02812
2000;9;18;9,08;28,59;66,11055;21,32769
2000;9;19;10,19;26,97;77,2829;18,72708
2000;9;20;7,61;26,62;82,26319;19,46215
2000;9;21;8,47;24,37;69,34379;17,75577
2000;9;22;4,21;16,7;88,93628;23,97678
2000;9;23;-1,9;15,95;88,85078;19,72274
2000;9;24;-1,5;19,75;65,2997;16,5928
2000;9;25;2,35;23,53;48,61263;14,1533
2000;9;26;5,36;24,61;46,85885;13,08576
2000;9;27;6,74;25,97;40,02682;12,28811
2000;9;28;8,69;25,63;54,33008;12,27352
2000;9;29;7,13;25,33;67,63455;17,85334
2000;9;30;8,03;25,08;58,80234;18,53672
2000;10;1;7,12;22,92;74,57036;20,44384
2000;10;2;5,26;21,24;74,67075;24,1576
2000;10;3;3,19;20,03;61,88216;20,1503
2000;10;4;3,84;21,11;54,10352;17,69657
2000;10;5;1,65;19,76;54,03602;14,34106
2000;10;6;2,35;21,83;42,74032;12,7296
2000;10;7;3,9;22,61;34,54184;10,45616
2000;10;8;5,81;23,52;32,46567;10,57782
2000;10;9;6,2;19,92;51,10061;10,70078
2000;10;10;1,47;12,24;99,39414;26,9237
2000;10;11;1,1;10,65;99,6352;38,41493
2000;10;12;-0,78;11,97;99,70924;46,57548
2000;10;13;-0,26;12,55;99,79375;47,7148
2000;10;14;2,7;14,3;95,06159;42,28446
2000;10;15;0,84;16,27;98,16723;39,47778
2000;10;16;2,07;18,79;84,30082;28,62062
2000;10;17;4,1;19,9;66,93689;24,01489
2000;10;18;3,2;19,21;62,47101;20,60451
2000;10;19;3,5;17,85;77,64102;21,64957
2000;10;20;3,26;16,36;73,81359;26,87587
2000;10;21;-1,93;9,79;98,78273;35,57526
2000;10;22;-6,08;8,36;97,3589;29,91554
2000;10;23;-4,17;13,48;90,73346;31,95959
2000;10;24;-0,58;15,99;91,40265;32,17448
2000;10;25;1,43;13,91;88,56901;27,52253
2000;10;26;0,71;12,51;99,3921;40,34757
2000;10;27;-0,89;13,16;96,77543;36,68355
2000;10;28;0,63;11,02;93,96562;37,07717
2000;10;29;-1,24;8,29;98,12044;42,44679
2000;10;30;-4,26;8,18;99,67083;42,77075
2000;10;31;-3,67;11,39;98,6569;38,3276
2000;11;1;-3,21;11,24;84,27552;26,07973
2000;11;2;1;11,32;73,03338;28,94635
2000;11;3;-2,25;11,63;91,17934;32,73168
2000;11;4;-2,53;14,29;85,75391;30,71997
2000;11;5;-2,89;8,44;79,46706;28,08411
2000;11;6;-2,59;7,93;90,85994;29,28559
2000;11;7;-4,92;8,21;81,90647;29,87018
2000;11;8;-3,58;8,43;92,65738;30,03893
2000;11;9;-4,33;4,49;91,60864;36,34271
2000;11;10;-6,82;3,45;98,28207;39,43876
2000;11;11;-8,08;2,16;98,24314;41,72153
2000;11;12;-9,47;1,9;93,80543;43,86159
2000;11;13;-9,84;2,29;95,59813;49,99232
2000;11;14;-6,26;3,28;98,64523;55,4378
2000;11;15;-6,87;2,16;98,00482;50,26016
2000;11;16;-7,59;2,72;94,83811;47,8645
2000;11;17;-9,08;3,09;89,38108;46,64735
2000;11;18;-8,72;3,91;86,04926;43,91315
2000;11;19;-7,52;4,21;83,35668;41,91897
2000;11;20;-7,07;5,34;90,13941;47,66541
2000;11;21;-6,44;6,1;89,08776;46,49557
2000;11;22;-5,01;6,15;86,4411;40,19236
2000;11;23;-6,7;5,07;83,39648;34,79926
2000;11;24;-4,45;6,75;94,8158;46,03568
2000;11;25;-6,46;4,72;96,59045;46,90148
2000;11;26;-4,11;6,74;93,13199;50,20339
2000;11;27;-3,66;7,66;91,64635;49,15091
2000;11;28;-2,86;9,07;96,39141;51,9296
2000;11;29;-2,95;8,39;97,77999;48,48394
2000;11;30;-5,37;7,6;94,46801;43,18646
2000;12;1;-5,9;7,61;91,54058;39,22335
2000;12;2;-4,19;9,3;85,35412;38,74601
2000;12;3;-4,63;9,1;86,53789;35,98069
2000;12;4;-4,09;9,32;85,00378;36,86185
2000;12;5;-3,89;8,81;81,93872;34,25399
2000;12;6;-4,12;9,04;81,09679;34,11836
2000;12;7;-3,77;9,26;76,94922;30,96042
2000;12;8;-3,33;9,84;81,91128;32,63967
2000;12;9;-2,9;7,86;87,24128;33,96931
2000;12;10;-4,79;7,9;96,48937;36,72448
2000;12;11;-7,4;5,51;85,30868;31,58329
2000;12;12;-5,62;4,96;96,95365;36,67409
2000;12;13;-6,9;5,56;95,77509;46,97548
2000;12;14;-3,38;7,76;96,77717;47,72669
2000;12;15;-5,23;6,34;92,41202;42,31623
2000;12;16;-6,76;6,2;91,03707;41,72812
2000;12;17;-6,91;4,83;88,31285;32,62088
2000;12;18;-10,46;2,05;77,54036;31,69128
2000;12;19;-9,04;4,09;86,25286;41,3102
2000;12;20;-5,58;5,34;83,64345;37,43737
2000;12;21;-5,28;7,07;86,30803;40,84753
2000;12;22;-5,01;7,48;89,63698;39,33659
2000;12;23;-4,69;7,78;90,54171;38,46328
2000;12;24;-6,27;6,17;92,53542;36,2434
2000;12;25;-9,13;3,56;83,39874;34,89353
2000;12;26;-9,43;4,15;83,90139;36,79379
2000;12;27;-8,94;4,67;85,9237;35,76823
2000;12;28;-7,38;4,5;82,95964;35,6911
2000;12;29;-8,21;4,67;87,27339;40,53242
2000;12;30;-7,52;5,12;84,32005;33,84258
2000;12;31;-4,45;4,94;77,63364;31,49362
2001;1;1;-6,92;5,13;69,3388;27,94683
2001;1;2;-8,16;5,08;76,34084;31,20156
2001;1;3;-7,62;6,54;76,50907;33,44058
2001;1;4;-5,67;6,91;66,10035;27,202
2001;1;5;-4,58;8,18;57,93646;24,18824
2001;1;6;-5,02;7,83;59,88941;22,68772
2001;1;7;-6,93;5,94;68,52847;25,18112
2001;1;8;-4,51;7,86;73,51875;34,04505
2001;1;9;-4,99;6,76;90,57986;36,30864
2001;1;10;-6,5;5,88;91,44023;43,56081
2001;1;11;-4,83;5,93;94,50755;45,23585
2001;1;12;-6,74;4,71;92,65365;45,81471
2001;1;13;-7,64;3,26;92,80608;46,68021
2001;1;14;-8,44;2,59;92,50334;45,35317
2001;1;15;-8,79;1,27;89,22574;43,08177
2001;1;16;-12,84;-0,01;89,19206;43,01727
2001;1;17;-13,81;-0,01;85,32799;39,84492
2001;1;18;-11,57;1,86;84,63598;41,17166
2001;1;19;-7,37;3,9;92,00955;47,21636
2001;1;20;-9,09;4,19;92,02539;43,58407
2001;1;21;-8,72;4,67;88,21202;40,41541
2001;1;22;-7,29;4,74;85,00512;40,01862
2001;1;23;-9,39;3,48;89,95473;43,77365
2001;1;24;-6,78;4,56;92,22799;49,79661
2001;1;25;-9,02;3,29;90,52244;46,00538
2001;1;26;-7,28;3,28;93,45343;46,99905
2001;1;27;-9,27;2,88;91,58073;44,87613
2001;1;28;-10,77;2,55;85,67717;40,51311
2001;1;29;-9,23;2,88;89,65252;45,15126
2001;1;30;-9,96;2,12;84,2829;37,57053
2001;1;31;-9,84;2,28;83,63312;39,44661
2001;2;1;-10,21;2,67;84,97444;42,98242
2001;2;2;-6,17;4,62;87,13294;49,06819
2001;2;3;-3,32;7,06;89,92804;49,27739
2001;2;4;-2,38;9,07;89,43012;47,28225
2001;2;5;-3,02;8,44;84,55182;38,79457
2001;2;6;-5,48;5,03;92,8474;38,69479
2001;2;7;-9,73;0,82;79,22808;34,59683
2001;2;8;-12,5;0,25;76,10126;32,46771
2001;2;9;-8,91;3,15;91,71927;40,14201
2001;2;10;-7,98;2,98;97,50677;49,35747
2001;2;11;-6,9;3,26;95,74084;47,56658
2001;2;12;-9,9;2,52;89,57122;46,69097
2001;2;13;-10,34;1,83;90,37339;47,90339
2001;2;14;-12,31;1,32;87,37383;47,10043
2001;2;15;-9,76;3,71;87,13407;48,98342
2001;2;16;-7,05;4,58;89,99861;48,72352
2001;2;17;-5,8;6,45;88,29779;48,8122
2001;2;18;-2,57;6,95;86,11749;44,99019
2001;2;19;-2,28;8,85;95,29796;47,18824
2001;2;20;-2,13;8,17;95,7737;43,06207
2001;2;21;-1,79;9,2;86,42248;40,77383
2001;2;22;-4,43;8,02;75,64314;31,07153
2001;2;23;-7,95;5,31;90,20217;29,23724
2001;2;24;-5,55;4,17;95,57852;45,47114
2001;2;25;-4,79;6,19;98,36467;47,3168
2001;2;26;-4,55;7;89,52096;39,1888
2001;2;27;-6,57;5,49;75,73681;30,07183
2001;2;28;-10,03;2,59;83,77808;30,49714
2001;3;1;-8,99;4,48;94,75951;47,19418
2001;3;2;-4,72;5,56;99,70265;47,77214
2001;3;3;-5,48;6,26;98,11085;42,92444
2001;3;4;-3,26;9,63;99,26007;45,12075
2001;3;5;-0,75;12,39;97,55252;45,84809
2001;3;6;-1,52;14,21;96,59761;42,12036
2001;3;7;-1,28;15,16;94,40486;37,81697
2001;3;8;0,1;13,15;91,13919;34,41953
2001;3;9;-3,01;8,63;94,38216;37,65833
2001;3;10;-4,14;10,16;92,91241;40,04431
2001;3;11;-4,87;8,37;83,81237;28,51714
2001;3;12;-4,63;11,63;86,10252;29,79041
2001;3;13;-1,94;15,23;85,13472;30,5822
2001;3;14;-3,31;9,77;63,48372;23,77478
2001;3;15;-2,61;12,24;55,96437;23,5451
2001;3;16;-3,55;8,94;91,82331;23,3668
2001;3;17;-2,14;10,41;72,02865;25,57804
2001;3;18;-0,5;15,99;99,14852;40,20095
2001;3;19;2,71;18,91;82,82001;32,74431
2001;3;20;5,38;20,12;87,49683;29,4592
2001;3;21;3,46;17,35;86,29041;26,79427
2001;3;22;4,16;19,07;89,23207;33,38325
2001;3;23;3,34;20,23;93,25256;27,84002
2001;3;24;4,3;20,6;81,04266;26,8329
2001;3;25;3,5;15;82,86393;22,68116
2001;3;26;0,21;14,34;82,05087;23,70872
2001;3;27;-1,42;15,22;68,30677;21,85252
2001;3;28;2,65;16,91;98,98273;25,86181
2001;3;29;1,54;15,97;84,24236;27,60994
2001;3;30;0,25;16,45;77,31962;25,13624
2001;3;31;1,18;18;70,7375;26,11571
2001;4;1;1,52;16,34;93,70273;30,14358
2001;4;2;-3,15;11,35;82,05447;26,80807
2001;4;3;-4,73;5,11;72,2829;25,55061
2001;4;4;-6,69;8,2;82,42908;26,93615
2001;4;5;-5,3;11,13;72,14783;25,61571
2001;4;6;-2,18;8,5;83,2474;22,2036
2001;4;7;-4,74;6,74;94,79796;34,92322
2001;4;8;-7,58;3,42;94,89705;29,69861
2001;4;9;-7,4;5,57;91,03355;33,80113
2001;4;10;-7,48;9,2;81,95326;31,06871
2001;4;11;-3,38;6,06;96,04414;32,96918
2001;4;12;-6,35;7,48;98,58772;38,14379
2001;4;13;-3,86;9,29;93,66671;34,40265
2001;4;14;-2,8;12,64;81,94119;30,67969
2001;4;15;-1,86;16,35;73,53516;25,83798
2001;4;16;1,67;20,15;58,07648;21,25165
2001;4;17;0;17,18;73,98568;18,14236
2001;4;18;1,57;16,64;84,3934;23,72799
2001;4;19;0,52;11,8;95,41137;27,21042
2001;4;20;-2,17;8,87;97,37483;30,72118
2001;4;21;-3,37;12,69;95,69753;30,57179
2001;4;22;-1,91;14,83;83,83559;29,6622
2001;4;23;2,39;18,31;89,93155;31,01172
2001;4;24;4,53;22,14;82,57717;28,70412
2001;4;25;5,78;24,12;69,29388;25,49405
2001;4;26;6,85;23,52;67,14575;21,84766
2001;4;27;6,87;22,75;64,0253;13,95742
2001;4;28;2,59;15,73;67,7553;13,2464
2001;4;29;-1,06;18,17;76,25833;23,84905
2001;4;30;3,72;23,09;80,77075;24,87261
2001;5;1;1,34;15,68;96,96202;18,11975
2001;5;2;-2,24;11,31;63,70842;18,13398
2001;5;3;-4,5;16,7;75,23646;15,56858
2001;5;4;0,9;20,82;40,38702;13,3286
2001;5;5;3,41;19,73;65,54544;13,84115
2001;5;6;3,12;22,49;43,22118;13,86875
2001;5;7;5,85;25,83;44,56688;14,399
2001;5;8;8,48;28,41;42,99089;14,29431
2001;5;9;7,29;27,18;50,64293;12,99002
2001;5;10;6,75;26,41;49,06732;12,8181
2001;5;11;7,02;30,31;36,82135;12,53659
2001;5;12;11,16;28,51;53,84353;11,17248
2001;5;13;8,33;25,72;60,61315;13,7888
2001;5;14;5,94;21,25;65,25525;18,49132
2001;5;15;7,98;19,09;76,79566;22,3227
2001;5;16;3,46;21,05;99,78398;25,61984
2001;5;17;4,31;24,97;64,13707;21,852
2001;5;18;6,26;24,41;65,91133;17,26341
2001;5;19;5,36;26,08;63,18754;16,45534
2001;5;20;5,74;23,76;64,26128;13,85065
2001;5;21;3,33;24,82;57,39314;13,17391
2001;5;22;6,48;30,08;46,54193;13,65703
2001;5;23;12,49;32,96;43,98507;12,51788
2001;5;24;12,34;32,61;49,08555;11,48203
2001;5;25;11,16;31,51;56,15213;10,38694
2001;5;26;12,41;29,77;47,94084;12,25074
2001;5;27;8,19;27,9;57,51059;10,73815
2001;5;28;7,07;24,85;60,12613;10,56128
2001;5;29;5,08;23,79;55,34774;13,27409
2001;5;30;6,09;27,16;41,8556;14,44245
2001;5;31;8,8;29,55;57,41289;15,90929
2001;6;1;12,47;29,74;47,17066;13,88103
2001;6;2;6,85;22,51;69,26194;14,5546
2001;6;3;0,81;15,36;74,09714;14,83824
2001;6;4;-1,11;20,02;66,46463;17,5191
2001;6;5;7,33;20,52;46,7411;13,97856
2001;6;6;6,03;25,11;73,47912;23,61059
2001;6;7;9,36;29,05;61,23763;17,95182
2001;6;8;10,4;28,8;47,06367;12,84761
2001;6;9;7,95;27,63;64,78724;12,91758
2001;6;10;7,79;25,96;51,43277;11,5069
2001;6;11;7;24,9;72,34358;12,24358
2001;6;12;5,72;18,94;91,88889;15,07674
2001;6;13;0,34;20,03;72,76675;13,78845
2001;6;14;5,31;26,77;49,00872;14,37431
2001;6;15;7,27;28,24;61,54036;12,46597
2001;6;16;10,37;30,85;44,95356;11,24093
2001;6;17;10,72;29,2;39,43368;9,52956
2001;6;18;7,02;26,52;47,02847;10,13377
2001;6;19;8,6;28,88;35,94696;12,11693
2001;6;20;11,06;31,83;38,78785;11,38407
2001;6;21;14,44;34,98;35,22582;11,0602
2001;6;22;14,12;33,55;43,13411;9,9178
2001;6;23;12,96;30,81;49,22791;10,40291
2001;6;24;9,59;26,66;41,87726;9,42348
2001;6;25;7,99;20,8;61,88676;10,59132
2001;6;26;6,26;24,26;97,72105;30,42617
2001;6;27;11,96;25,57;79,27391;27,01259
2001;6;28;6,09;27,59;86,37166;20,25586
2001;6;29;10,68;31,16;56,71532;17,99336
2001;6;30;11,99;32,54;43,55881;14,45065
2001;7;1;11,94;33,38;52,78633;11,92617
2001;7;2;13,48;35,52;41,19418;11,78589
2001;7;3;16,57;37,88;41,00399;12,50009
2001;7;4;17,16;35,97;50,98507;11,8645
2001;7;5;16,58;32,96;65,51884;15,32674
2001;7;6;14,7;32,12;65,25256;12,65903
2001;7;7;15,49;26,85;51,84779;12,55833
2001;7;8;12,21;30,94;68,53455;19,82062
2001;7;9;13,89;32,13;53,32044;18,1099
2001;7;10;14,69;31,16;52,62122;16,3168
2001;7;11;13,15;30,93;69,84696;15,2684
2001;7;12;12,07;30,56;76,10117;15,46046
2001;7;13;11,99;31,47;53,53698;14,15647
2001;7;14;12,39;31,04;52,78911;13,45069
2001;7;15;10,36;28,3;69,81367;12,18754
2001;7;16;8,95;25,79;68,31016;15,11372
2001;7;17;6,87;24,46;73,86241;15,87956
2001;7;18;6,06;25,32;76,18885;16,89084
2001;7;19;9,22;27,94;65,57921;20,57604
2001;7;20;8,82;27,05;70,42118;16,34683
2001;7;21;8,54;26,46;64,32248;15,33967
2001;7;22;8,88;28,68;55,57483;15,82969
2001;7;23;10,13;29,51;52,44041;14,02947
2001;7;24;11,84;31,42;46,14978;13,99774
2001;7;25;12,51;32,48;47,15052;12,80777
2001;7;26;13,1;32,91;40,28333;12,12318
2001;7;27;13,71;32,78;36,36176;9,4339
2001;7;28;11,73;30,29;38,14627;8,73181
2001;7;29;10,46;29,77;40,92604;10,82491
2001;7;30;10,12;24,13;63,76801;11,57274
2001;7;31;5,68;27,24;84,34214;24,56402
2001;8;1;10,06;31,32;55,39262;14,43529
2001;8;2;10,95;33,08;54,35712;11,4951
2001;8;3;11,96;31,25;47,11593;9,94575
2001;8;4;8,86;27,66;61,47622;14,09288
2001;8;5;9,48;31,57;61,89462;14,1921
2001;8;6;12,6;34,99;42,53628;11,76463
2001;8;7;16,24;35,7;39,18077;10,23012
2001;8;8;16,55;36,22;45,01133;12,12717
2001;8;9;16,66;35,4;49,72114;12,3072
2001;8;10;15,51;34,2;56,6566;14,17917
2001;8;11;13,8;33,24;53,36827;11,15169
2001;8;12;15,01;34,24;32,38464;9,91319
2001;8;13;13,06;32,68;45,47674;10,95916
2001;8;14;13,53;33,97;49,1832;13,71345
2001;8;15;12,99;33,73;42,90265;8,65725
2001;8;16;13,98;35,29;32,07461;7,79084
2001;8;17;13,59;34,32;31,24779;7,85586
2001;8;18;12,12;32,14;42,8826;10,41536
2001;8;19;9,5;31,42;47,50508;9,61042
2001;8;20;11,13;29,9;35,68177;9,69219
2001;8;21;7,67;27,46;48,18516;9,34948
2001;8;22;8,36;27,46;57,8197;12,57799
2001;8;23;6,8;26,27;85,25898;13,5605
2001;8;24;7,28;28,08;70,23047;17,89735
2001;8;25;10,34;32,77;49,80234;14,06502
2001;8;26;13,79;34,65;37,41133;11,35738
2001;8;27;13,35;33,56;45,61866;10,49353
2001;8;28;11,61;32,7;45,82661;11,10794
2001;8;29;11,5;32,63;47,37652;11,71641
2001;8;30;12,91;32,43;45,44679;12,56962
2001;8;31;10,76;30,79;57,17665;14,09813
2001;9;1;11,09;31,16;57,00477;15,13503
2001;9;2;11,11;31,09;55,58628;13,45534
2001;9;3;10,25;31,01;52,46094;11,68724
2001;9;4;10,84;29,89;49,04227;14,51493
2001;9;5;8,43;26,15;66,43207;14,45712
2001;9;6;-0,06;20,81;79,7214;16,3566
2001;9;7;2,96;24,25;50,74822;15,66515
2001;9;8;1,6;23,36;62,98876;12,69957
2001;9;9;3,82;27,25;40,44614;10,82708
2001;9;10;9,78;28,76;35,78529;10,50395
2001;9;11;9,04;28,92;40,53859;11,47122
